#Ligand;TotalEnergy;Aktif
cav1m17_AQ4-ZINC23721830-0.pdb;-92.3416;0
cav1m17_AQ4-ZINC38598012-0.pdb;-92.3225;0
cav1m17_AQ4-ZINC64861339-0.pdb;-92.3196;0
cav1m17_AQ4-ZINC39272171-0.pdb;-92.2947;0
cav1m17_AQ4-ZINC14551854-0.pdb;-92.2416;0
cav1m17_AQ4-ZINC21739861-0.pdb;-92.2393;0
cav1m17_AQ4-ZINC08789843-0.pdb;-92.1775;0
cav1m17_AQ4-ZINC22620185-0.pdb;-92.175;0
cav1m17_AQ4-ZINC21580468-0.pdb;-92.1749;0
cav1m17_AQ4-ZINC63270937-0.pdb;-92.1683;0
cav1m17_AQ4-ZINC37928838-0.pdb;-92.1484;0
cav1m17_AQ4-ZINC39674468-0.pdb;-92.1099;0
cav1m17_AQ4-ZINC20842037-0.pdb;-92.1094;0
cav1m17_AQ4-ZINC35081886-0.pdb;-92.0856;0
cav1m17_AQ4-ZINC39991026-0.pdb;-92.0844;0
cav1m17_AQ4-ZINC24640142-0.pdb;-92.0804;0
cav1m17_AQ4-ZINC08185775-0.pdb;-92.0401;0
cav1m17_AQ4-ZINC06610149-0.pdb;-92.0355;0
cav1m17_AQ4-ZINC04575695-0.pdb;-92.0041;0
cav1m17_AQ4-ZINC39635736-0.pdb;-91.9983;0
cav1m17_AQ4-ZINC15730778-0.pdb;-91.9893;0
cav1m17_AQ4-ZINC36491592-0.pdb;-91.9832;0
cav1m17_AQ4-ZINC49871937-0.pdb;-91.9714;0
cav1m17_AQ4-ZINC57898474-0.pdb;-91.9639;0
cav1m17_AQ4-ZINC12866701-0.pdb;-91.9301;0
cav1m17_AQ4-ZINC20686508-0.pdb;-91.9;0
cav1m17_AQ4-ZINC20720041-0.pdb;-91.8973;0
cav1m17_AQ4-ZINC39677607-0.pdb;-91.8944;0
cav1m17_AQ4-ZINC64219002-0.pdb;-91.8761;0
cav1m17_AQ4-ZINC63205614-0.pdb;-91.859;0
cav1m17_AQ4-ZINC06180650-0.pdb;-91.8585;0
cav1m17_AQ4-ZINC64173483-0.pdb;-91.8522;0
cav1m17_AQ4-ZINC39637307-0.pdb;-91.8325;0
cav1m17_AQ4-ZINC25074418-0.pdb;-91.8028;0
cav1m17_AQ4-ZINC39675267-0.pdb;-91.8026;0
cav1m17_AQ4-ZINC22073618-0.pdb;-91.7986;0
cav1m17_AQ4-ZINC26867175-0.pdb;-91.7882;0
cav1m17_AQ4-ZINC08684089-0.pdb;-91.7832;0
cav1m17_AQ4-ZINC05345950-0.pdb;-91.7815;0
cav1m17_AQ4-ZINC23779143-0.pdb;-91.7688;0
cav1m17_AQ4-ZINC35804857-0.pdb;-91.7309;0
cav1m17_AQ4-ZINC59385912-0.pdb;-91.7213;0
cav1m17_AQ4-ZINC67225574-0.pdb;-91.7168;0
cav1m17_AQ4-ZINC36273720-0.pdb;-91.7156;0
cav1m17_AQ4-ZINC29491896-0.pdb;-91.7038;0
cav1m17_AQ4-ZINC14889583-0.pdb;-91.7033;0
cav1m17_AQ4-ZINC39394583-0.pdb;-91.651;0
cav1m17_AQ4-ZINC49377733-0.pdb;-91.6275;0
cav1m17_AQ4-ZINC39698059-0.pdb;-91.6182;0
cav1m17_AQ4-ZINC59160308-0.pdb;-91.5961;0
cav1m17_AQ4-ZINC39709145-0.pdb;-91.5803;0
cav1m17_AQ4-ZINC05868263-0.pdb;-91.5542;0
cav1m17_AQ4-ZINC39523329-0.pdb;-91.5429;0
cav1m17_AQ4-ZINC02770384-0.pdb;-91.5277;0
cav1m17_AQ4-ZINC63809062-0.pdb;-91.5098;0
cav1m17_AQ4-ZINC63409436-0.pdb;-91.5097;0
cav1m17_AQ4-ZINC07659501-0.pdb;-91.4725;0
cav1m17_AQ4-ZINC34757224-0.pdb;-91.4718;0
cav1m17_AQ4-ZINC09102561-0.pdb;-91.4597;0
cav1m17_AQ4-ZINC58415924-0.pdb;-91.4503;0
cav1m17_AQ4-ZINC05204509-0.pdb;-91.4386;0
cav1m17_AQ4-ZINC60211222-0.pdb;-91.4386;0
cav1m17_AQ4-ZINC58191733-0.pdb;-91.4365;0
cav1m17_AQ4-ZINC10891845-0.pdb;-91.434;0
cav1m17_AQ4-ZINC28727605-0.pdb;-91.4285;0
cav1m17_AQ4-ZINC67010543-0.pdb;-91.4177;0
cav1m17_AQ4-ZINC09139221-0.pdb;-91.3619;0
cav1m17_AQ4-ZINC39637500-0.pdb;-91.3259;0
cav1m17_AQ4-ZINC55334387-0.pdb;-91.3228;0
cav1m17_AQ4-ZINC04747293-0.pdb;-91.3081;0
cav1m17_AQ4-ZINC24767414-0.pdb;-91.2804;0
cav1m17_AQ4-ZINC12186383-0.pdb;-91.269;0
cav1m17_AQ4-ZINC24807736-0.pdb;-91.2681;0
cav1m17_AQ4-ZINC00087485-0.pdb;-91.2459;0
cav1m17_AQ4-ZINC39857265-0.pdb;-91.2323;0
cav1m17_AQ4-ZINC39665996-0.pdb;-91.2321;0
cav1m17_AQ4-ZINC19993542-0.pdb;-91.2156;0
cav1m17_AQ4-ZINC42269923-0.pdb;-91.1948;0
cav1m17_AQ4-CHEMBL213874-0.pdb;-91.1573;1
cav1m17_AQ4-ZINC62495686-0.pdb;-91.1556;0
cav1m17_AQ4-ZINC40795001-0.pdb;-91.1461;0
cav1m17_AQ4-ZINC02778657-0.pdb;-91.1243;0
cav1m17_AQ4-ZINC12342947-0.pdb;-91.1132;0
cav1m17_AQ4-ZINC54733569-0.pdb;-91.0695;0
cav1m17_AQ4-ZINC63428501-0.pdb;-91.0536;0
cav1m17_AQ4-ZINC29192650-0.pdb;-91.0091;0
cav1m17_AQ4-ZINC08838279-0.pdb;-91.0031;0
cav1m17_AQ4-ZINC22681143-0.pdb;-90.9704;0
cav1m17_AQ4-ZINC67105183-0.pdb;-90.9359;0
cav1m17_AQ4-ZINC12246711-0.pdb;-90.9242;0
cav1m17_AQ4-ZINC64048521-0.pdb;-90.9071;0
cav1m17_AQ4-ZINC12186445-0.pdb;-90.8909;0
cav1m17_AQ4-CHEMBL340862-0.pdb;-90.8879;1
cav1m17_AQ4-ZINC40570152-0.pdb;-90.8869;0
cav1m17_AQ4-ZINC40050896-0.pdb;-90.8722;0
cav1m17_AQ4-ZINC39666231-0.pdb;-90.8529;0
cav1m17_AQ4-ZINC13723593-0.pdb;-90.8527;0
cav1m17_AQ4-ZINC01586845-0.pdb;-90.8364;0
cav1m17_AQ4-ZINC63259001-0.pdb;-90.8292;0
cav1m17_AQ4-ZINC28727765-0.pdb;-90.8134;0
cav1m17_AQ4-ZINC16232110-0.pdb;-90.8039;0
cav1m17_AQ4-ZINC45440222-0.pdb;-90.7814;0
cav1m17_AQ4-ZINC35465070-0.pdb;-90.7774;0
cav1m17_AQ4-ZINC37856292-0.pdb;-90.7758;0
cav1m17_AQ4-ZINC39937772-0.pdb;-90.7556;0
cav1m17_AQ4-ZINC19502323-0.pdb;-90.7517;0
cav1m17_AQ4-ZINC62496582-0.pdb;-90.7515;0
cav1m17_AQ4-ZINC40824328-0.pdb;-90.7278;0
cav1m17_AQ4-ZINC39635875-0.pdb;-90.715;0
cav1m17_AQ4-ZINC03073369-0.pdb;-90.6663;0
cav1m17_AQ4-ZINC12475309-0.pdb;-90.6485;0
cav1m17_AQ4-ZINC00203556-0.pdb;-90.6009;0
cav1m17_AQ4-ZINC07884043-0.pdb;-90.592;0
cav1m17_AQ4-ZINC44949867-0.pdb;-90.5899;0
cav1m17_AQ4-ZINC39596012-0.pdb;-90.5695;0
cav1m17_AQ4-ZINC07647912-0.pdb;-90.5566;0
cav1m17_AQ4-ZINC05459053-0.pdb;-90.5555;0
cav1m17_AQ4-ZINC12325049-0.pdb;-90.5446;0
cav1m17_AQ4-ZINC45606846-0.pdb;-90.5153;0
cav1m17_AQ4-ZINC20835472-0.pdb;-90.5113;0
cav1m17_AQ4-ZINC38743047-0.pdb;-90.4847;0
cav1m17_AQ4-ZINC00207985-0.pdb;-90.4823;0
cav1m17_AQ4-ZINC64538287-0.pdb;-90.477;0
cav1m17_AQ4-ZINC13039176-0.pdb;-90.4696;0
cav1m17_AQ4-ZINC22294412-0.pdb;-90.4519;0
cav1m17_AQ4-ZINC39635018-0.pdb;-90.4458;0
cav1m17_AQ4-ZINC39544380-0.pdb;-90.4367;0
cav1m17_AQ4-ZINC05866963-0.pdb;-90.3958;0
cav1m17_AQ4-ZINC12001555-0.pdb;-90.3919;0
cav1m17_AQ4-ZINC16571480-0.pdb;-90.3755;0
cav1m17_AQ4-ZINC64435330-0.pdb;-90.3664;0
cav1m17_AQ4-ZINC39443080-0.pdb;-90.3086;0
cav1m17_AQ4-ZINC50839550-0.pdb;-90.3019;0
cav1m17_AQ4-ZINC13503190-0.pdb;-90.2854;0
cav1m17_AQ4-ZINC08353487-0.pdb;-90.2642;0
cav1m17_AQ4-ZINC04045394-0.pdb;-90.2568;0
cav1m17_AQ4-ZINC45870196-0.pdb;-90.2256;0
cav1m17_AQ4-ZINC59547244-0.pdb;-90.2055;0
cav1m17_AQ4-ZINC17315218-0.pdb;-90.2049;0
cav1m17_AQ4-ZINC64369810-0.pdb;-90.204;0
cav1m17_AQ4-ZINC46017656-0.pdb;-90.1917;0
cav1m17_AQ4-ZINC63437505-0.pdb;-90.1857;0
cav1m17_AQ4-ZINC67407088-0.pdb;-90.17;0
cav1m17_AQ4-ZINC19921391-0.pdb;-90.1427;0
cav1m17_AQ4-ZINC08572939-0.pdb;-90.1035;0
cav1m17_AQ4-ZINC07221181-0.pdb;-90.1001;0
cav1m17_AQ4-ZINC09421798-0.pdb;-90.0687;0
cav1m17_AQ4-ZINC22078650-0.pdb;-89.977;0
cav1m17_AQ4-ZINC07961005-0.pdb;-89.9663;0
cav1m17_AQ4-ZINC37517978-0.pdb;-89.9609;0
cav1m17_AQ4-ZINC57308110-0.pdb;-89.9608;0
cav1m17_AQ4-ZINC37417131-0.pdb;-89.9517;0
cav1m17_AQ4-ZINC04262965-0.pdb;-89.9252;0
cav1m17_AQ4-ZINC04954750-0.pdb;-89.9031;0
cav1m17_AQ4-ZINC24955711-0.pdb;-89.9007;0
cav1m17_AQ4-ZINC39637210-0.pdb;-89.898;0
cav1m17_AQ4-ZINC10818142-0.pdb;-89.8864;0
cav1m17_AQ4-ZINC53117700-0.pdb;-89.874;0
cav1m17_AQ4-ZINC29067255-0.pdb;-89.8739;0
cav1m17_AQ4-ZINC08800253-0.pdb;-89.8555;0
cav1m17_AQ4-ZINC58433026-0.pdb;-89.8507;0
cav1m17_AQ4-ZINC32859539-0.pdb;-89.8491;0
cav1m17_AQ4-ZINC39684460-0.pdb;-89.8247;0
cav1m17_AQ4-ZINC35967655-0.pdb;-89.7631;0
cav1m17_AQ4-ZINC05041044-0.pdb;-89.7426;0
cav1m17_AQ4-ZINC36828819-0.pdb;-89.7425;0
cav1m17_AQ4-ZINC03058824-0.pdb;-89.7154;0
cav1m17_AQ4-ZINC08622840-0.pdb;-89.7018;0
cav1m17_AQ4-ZINC39571146-0.pdb;-89.7007;0
cav1m17_AQ4-ZINC06381984-0.pdb;-89.6849;0
cav1m17_AQ4-ZINC03522792-0.pdb;-89.6778;0
cav1m17_AQ4-ZINC60032153-0.pdb;-89.664;0
cav1m17_AQ4-ZINC64605642-0.pdb;-89.6521;0
cav1m17_AQ4-ZINC21866910-0.pdb;-89.6366;0
cav1m17_AQ4-ZINC63489535-0.pdb;-89.6287;0
cav1m17_AQ4-ZINC35894863-0.pdb;-89.6075;0
cav1m17_AQ4-ZINC05459213-0.pdb;-89.5879;0
cav1m17_AQ4-ZINC03465223-0.pdb;-89.5725;0
cav1m17_AQ4-ZINC19565286-0.pdb;-89.571;0
cav1m17_AQ4-ZINC00958103-0.pdb;-89.5178;0
cav1m17_AQ4-ZINC04399832-0.pdb;-89.5011;0
cav1m17_AQ4-ZINC08936972-0.pdb;-89.4732;0
cav1m17_AQ4-ZINC26103999-0.pdb;-89.4616;0
cav1m17_AQ4-ZINC39920293-0.pdb;-89.4479;0
cav1m17_AQ4-ZINC54946102-0.pdb;-89.4279;0
cav1m17_AQ4-ZINC07002773-0.pdb;-89.4145;0
cav1m17_AQ4-ZINC65202095-0.pdb;-89.3411;0
cav1m17_AQ4-ZINC39637305-0.pdb;-89.2912;0
cav1m17_AQ4-ZINC33312893-0.pdb;-89.2789;0
cav1m17_AQ4-ZINC09743697-0.pdb;-89.2659;0
cav1m17_AQ4-ZINC14475923-0.pdb;-89.2271;0
cav1m17_AQ4-ZINC31808074-0.pdb;-89.2005;0
cav1m17_AQ4-ZINC65265818-0.pdb;-89.1927;0
cav1m17_AQ4-ZINC39635806-0.pdb;-89.1684;0
cav1m17_AQ4-ZINC00058306-0.pdb;-89.1596;0
cav1m17_AQ4-ZINC14543205-0.pdb;-89.1321;0
cav1m17_AQ4-ZINC08801685-0.pdb;-89.1306;0
cav1m17_AQ4-ZINC65248548-0.pdb;-89.117;0
cav1m17_AQ4-ZINC05091741-0.pdb;-89.0881;0
cav1m17_AQ4-ZINC09639402-0.pdb;-89.0751;0
cav1m17_AQ4-ZINC56327178-0.pdb;-89.0647;0
cav1m17_AQ4-ZINC43136336-0.pdb;-89.0094;0
cav1m17_AQ4-ZINC05071566-0.pdb;-88.998;0
cav1m17_AQ4-ZINC40370600-0.pdb;-88.9778;0
cav1m17_AQ4-ZINC21161993-0.pdb;-88.9656;0
cav1m17_AQ4-ZINC20933388-0.pdb;-88.9449;0
cav1m17_AQ4-ZINC39635922-0.pdb;-88.9337;0
cav1m17_AQ4-ZINC39559387-0.pdb;-88.9217;0
cav1m17_AQ4-ZINC40796556-0.pdb;-88.8932;0
cav1m17_AQ4-ZINC39531979-0.pdb;-88.882;0
cav1m17_AQ4-ZINC09208673-0.pdb;-88.8811;0
cav1m17_AQ4-ZINC47890990-0.pdb;-88.8612;0
cav1m17_AQ4-ZINC16774869-0.pdb;-88.8485;0
cav1m17_AQ4-ZINC10167916-0.pdb;-88.8277;0
cav1m17_AQ4-ZINC01048826-0.pdb;-88.799;0
cav1m17_AQ4-ZINC43673585-0.pdb;-88.7943;0
cav1m17_AQ4-ZINC10754781-0.pdb;-88.7937;0
cav1m17_AQ4-ZINC39665180-0.pdb;-88.7728;0
cav1m17_AQ4-ZINC66136053-0.pdb;-88.7618;0
cav1m17_AQ4-ZINC67471846-0.pdb;-88.7296;0
cav1m17_AQ4-ZINC37317489-0.pdb;-88.6901;0
cav1m17_AQ4-ZINC27400506-0.pdb;-88.6725;0
cav1m17_AQ4-ZINC21580464-0.pdb;-88.6585;0
cav1m17_AQ4-ZINC35696745-0.pdb;-88.6561;0
cav1m17_AQ4-ZINC34892080-0.pdb;-88.6346;0
cav1m17_AQ4-ZINC66398819-0.pdb;-88.6308;0
cav1m17_AQ4-ZINC58950915-0.pdb;-88.5984;0
cav1m17_AQ4-ZINC39665209-0.pdb;-88.5867;0
cav1m17_AQ4-ZINC66578933-0.pdb;-88.5817;0
cav1m17_AQ4-ZINC01032422-0.pdb;-88.5611;0
cav1m17_AQ4-ZINC06600845-0.pdb;-88.5332;0
cav1m17_AQ4-ZINC59487763-0.pdb;-88.5325;0
cav1m17_AQ4-ZINC15247479-0.pdb;-88.4883;0
cav1m17_AQ4-ZINC63499138-0.pdb;-88.486;0
cav1m17_AQ4-ZINC47541419-0.pdb;-88.4377;0
cav1m17_AQ4-ZINC41992213-0.pdb;-88.4341;0
cav1m17_AQ4-ZINC14003235-0.pdb;-88.4181;0
cav1m17_AQ4-ZINC49429591-0.pdb;-88.415;0
cav1m17_AQ4-ZINC39227396-0.pdb;-88.3879;0
cav1m17_AQ4-ZINC24674355-0.pdb;-88.3619;0
cav1m17_AQ4-ZINC11591727-0.pdb;-88.3019;0
cav1m17_AQ4-ZINC37281457-0.pdb;-88.2994;0
cav1m17_AQ4-ZINC64652834-0.pdb;-88.2691;0
cav1m17_AQ4-ZINC15342204-0.pdb;-88.216;0
cav1m17_AQ4-ZINC40361297-0.pdb;-88.2143;0
cav1m17_AQ4-ZINC64600387-0.pdb;-88.1759;0
cav1m17_AQ4-ZINC00333474-0.pdb;-88.1691;0
cav1m17_AQ4-ZINC22238247-0.pdb;-88.1434;0
cav1m17_AQ4-ZINC05130185-0.pdb;-88.1423;0
cav1m17_AQ4-ZINC41583845-0.pdb;-88.1243;0
cav1m17_AQ4-ZINC42016659-0.pdb;-88.1209;0
cav1m17_AQ4-ZINC03646032-0.pdb;-88.1135;0
cav1m17_AQ4-ZINC39609928-0.pdb;-88.1089;0
cav1m17_AQ4-ZINC23361216-0.pdb;-88.1054;0
cav1m17_AQ4-ZINC04663459-0.pdb;-88.1015;0
cav1m17_AQ4-ZINC03101239-0.pdb;-88.0913;0
cav1m17_AQ4-ZINC49545664-0.pdb;-88.0664;0
cav1m17_AQ4-ZINC09793158-0.pdb;-88.0653;0
cav1m17_AQ4-ZINC43254386-0.pdb;-88.0652;0
cav1m17_AQ4-ZINC15134148-0.pdb;-88.0275;0
cav1m17_AQ4-ZINC45047585-0.pdb;-88.0212;0
cav1m17_AQ4-ZINC65074729-0.pdb;-87.9888;0
cav1m17_AQ4-ZINC13702989-0.pdb;-87.9701;0
cav1m17_AQ4-ZINC12645485-0.pdb;-87.9464;0
cav1m17_AQ4-ZINC19798455-0.pdb;-87.9455;0
cav1m17_AQ4-ZINC41583814-0.pdb;-87.9437;0
cav1m17_AQ4-ZINC16676617-0.pdb;-87.9425;0
cav1m17_AQ4-ZINC15423926-0.pdb;-87.8415;0
cav1m17_AQ4-ZINC41023189-0.pdb;-87.8222;0
cav1m17_AQ4-ZINC06660208-0.pdb;-87.8151;0
cav1m17_AQ4-ZINC13128604-0.pdb;-87.7841;0
cav1m17_AQ4-ZINC49513007-0.pdb;-87.7788;0
cav1m17_AQ4-ZINC39633523-0.pdb;-87.7167;0
cav1m17_AQ4-ZINC36213830-0.pdb;-87.7163;0
cav1m17_AQ4-ZINC51168481-0.pdb;-87.6685;0
cav1m17_AQ4-ZINC31862965-0.pdb;-87.6387;0
cav1m17_AQ4-ZINC04712898-0.pdb;-87.5951;0
cav1m17_AQ4-ZINC47873472-0.pdb;-87.5911;0
cav1m17_AQ4-ZINC58917370-0.pdb;-87.5874;0
cav1m17_AQ4-ZINC51999595-0.pdb;-87.5424;0
cav1m17_AQ4-ZINC33610816-0.pdb;-87.5273;0
cav1m17_AQ4-ZINC42414625-0.pdb;-87.4983;0
cav1m17_AQ4-ZINC63667281-0.pdb;-87.4807;0
cav1m17_AQ4-ZINC12496758-0.pdb;-87.4534;0
cav1m17_AQ4-ZINC14549631-0.pdb;-87.4498;0
cav1m17_AQ4-ZINC66925917-0.pdb;-87.4296;0
cav1m17_AQ4-ZINC54554311-0.pdb;-87.3927;0
cav1m17_AQ4-ZINC20339825-0.pdb;-87.3909;0
cav1m17_AQ4-ZINC39673423-0.pdb;-87.3481;0
cav1m17_AQ4-ZINC60362027-0.pdb;-87.3125;0
cav1m17_AQ4-ZINC26457228-0.pdb;-87.3044;0
cav1m17_AQ4-ZINC27498049-0.pdb;-87.2938;0
cav1m17_AQ4-ZINC07247230-0.pdb;-87.2691;0
cav1m17_AQ4-ZINC21584504-0.pdb;-87.2565;0
cav1m17_AQ4-ZINC41583517-0.pdb;-87.231;0
cav1m17_AQ4-ZINC40149178-0.pdb;-87.1914;0
cav1m17_AQ4-ZINC16956948-0.pdb;-87.1064;0
cav1m17_AQ4-ZINC41027106-0.pdb;-87.0982;0
cav1m17_AQ4-ZINC08964821-0.pdb;-87.0561;0
cav1m17_AQ4-ZINC20700245-0.pdb;-87.0506;0
cav1m17_AQ4-ZINC23038636-0.pdb;-87.0453;0
cav1m17_AQ4-ZINC40369654-0.pdb;-87.0367;0
cav1m17_AQ4-ZINC00587022-0.pdb;-87.0294;0
cav1m17_AQ4-ZINC32860153-0.pdb;-87.0267;0
cav1m17_AQ4-ZINC51186648-0.pdb;-86.9828;0
cav1m17_AQ4-ZINC12637313-0.pdb;-86.9704;0
cav1m17_AQ4-ZINC63514548-0.pdb;-86.9625;0
cav1m17_AQ4-ZINC15670977-0.pdb;-86.9527;0
cav1m17_AQ4-ZINC42015259-0.pdb;-86.8872;0
cav1m17_AQ4-ZINC07126830-0.pdb;-86.8719;0
cav1m17_AQ4-ZINC63280011-0.pdb;-86.7996;0
cav1m17_AQ4-ZINC17089039-0.pdb;-86.7478;0
cav1m17_AQ4-ZINC09631238-0.pdb;-86.742;0
cav1m17_AQ4-ZINC42428211-0.pdb;-86.7261;0
cav1m17_AQ4-ZINC39466733-0.pdb;-86.7238;0
cav1m17_AQ4-ZINC39792866-0.pdb;-86.5916;0
cav1m17_AQ4-ZINC00784471-0.pdb;-86.5513;0
cav1m17_AQ4-ZINC14001563-0.pdb;-86.5344;0
cav1m17_AQ4-ZINC08921738-0.pdb;-86.5104;0
cav1m17_AQ4-ZINC38507143-0.pdb;-86.5015;0
cav1m17_AQ4-ZINC04889004-0.pdb;-86.4615;0
cav1m17_AQ4-ZINC66604549-0.pdb;-86.4454;0
cav1m17_AQ4-ZINC06764146-0.pdb;-86.3861;0
cav1m17_AQ4-ZINC00804104-0.pdb;-86.3775;0
cav1m17_AQ4-ZINC20922221-0.pdb;-86.3741;0
cav1m17_AQ4-ZINC04073939-0.pdb;-86.3463;0
cav1m17_AQ4-ZINC48856602-0.pdb;-86.3414;0
cav1m17_AQ4-ZINC39673046-0.pdb;-86.331;0
cav1m17_AQ4-ZINC39684549-0.pdb;-86.3129;0
cav1m17_AQ4-ZINC09357215-0.pdb;-86.2971;0
cav1m17_AQ4-ZINC05460562-0.pdb;-86.2918;0
cav1m17_AQ4-ZINC57314611-0.pdb;-86.2774;0
cav1m17_AQ4-ZINC12497529-0.pdb;-86.2725;0
cav1m17_AQ4-ZINC21866907-0.pdb;-86.2642;0
cav1m17_AQ4-ZINC39664964-0.pdb;-86.262;0
cav1m17_AQ4-ZINC21155928-0.pdb;-86.2353;0
cav1m17_AQ4-ZINC42080376-0.pdb;-86.2261;0
cav1m17_AQ4-ZINC21485643-0.pdb;-86.2211;0
cav1m17_AQ4-ZINC58056928-0.pdb;-86.205;0
cav1m17_AQ4-ZINC49235025-0.pdb;-86.1945;0
cav1m17_AQ4-ZINC20483808-0.pdb;-86.1911;0
cav1m17_AQ4-ZINC21784005-0.pdb;-86.1908;0
cav1m17_AQ4-ZINC39637160-0.pdb;-86.1841;0
cav1m17_AQ4-ZINC04645992-0.pdb;-86.1731;0
cav1m17_AQ4-ZINC38790195-0.pdb;-86.1469;0
cav1m17_AQ4-ZINC34792104-0.pdb;-86.108;0
cav1m17_AQ4-ZINC64365600-0.pdb;-86.1072;0
cav1m17_AQ4-ZINC12797638-0.pdb;-86.0795;0
cav1m17_AQ4-ZINC06485562-0.pdb;-86.0776;0
cav1m17_AQ4-ZINC37675683-0.pdb;-86.0727;0
cav1m17_AQ4-ZINC63778170-0.pdb;-86.0661;0
cav1m17_AQ4-ZINC62828657-0.pdb;-86.0525;0
cav1m17_AQ4-ZINC63530273-0.pdb;-86.0488;0
cav1m17_AQ4-ZINC29192659-0.pdb;-86.017;0
cav1m17_AQ4-ZINC65021934-0.pdb;-85.9811;0
cav1m17_AQ4-ZINC22800611-0.pdb;-85.9648;0
cav1m17_AQ4-ZINC12870227-0.pdb;-85.9545;0
cav1m17_AQ4-ZINC57992246-0.pdb;-85.9246;0
cav1m17_AQ4-ZINC11730283-0.pdb;-85.9237;0
cav1m17_AQ4-ZINC01069598-0.pdb;-85.9158;0
cav1m17_AQ4-ZINC25469936-0.pdb;-85.9096;0
cav1m17_AQ4-ZINC61089107-0.pdb;-85.9012;0
cav1m17_AQ4-ZINC12599541-0.pdb;-85.8443;0
cav1m17_AQ4-ZINC25383469-0.pdb;-85.8014;0
cav1m17_AQ4-ZINC05724474-0.pdb;-85.7939;0
cav1m17_AQ4-ZINC56946800-0.pdb;-85.763;0
cav1m17_AQ4-ZINC05605184-0.pdb;-85.7427;0
cav1m17_AQ4-ZINC11427929-0.pdb;-85.7332;0
cav1m17_AQ4-ZINC04423351-0.pdb;-85.723;0
cav1m17_AQ4-ZINC20567588-0.pdb;-85.7118;0
cav1m17_AQ4-ZINC67655090-0.pdb;-85.7065;0
cav1m17_AQ4-ZINC39687190-0.pdb;-85.6691;0
cav1m17_AQ4-ZINC29911345-0.pdb;-85.6279;0
cav1m17_AQ4-ZINC43766786-0.pdb;-85.5153;0
cav1m17_AQ4-ZINC43414220-0.pdb;-85.4958;0
cav1m17_AQ4-ZINC05834992-0.pdb;-85.4814;0
cav1m17_AQ4-ZINC16484091-0.pdb;-85.4812;0
cav1m17_AQ4-ZINC12195257-0.pdb;-85.4784;0
cav1m17_AQ4-ZINC13598487-0.pdb;-85.4644;0
cav1m17_AQ4-ZINC50867488-0.pdb;-85.4522;0
cav1m17_AQ4-ZINC37409791-0.pdb;-85.4466;0
cav1m17_AQ4-ZINC35081878-0.pdb;-85.4455;0
cav1m17_AQ4-ZINC14780089-0.pdb;-85.4423;0
cav1m17_AQ4-ZINC64070182-0.pdb;-85.4273;0
cav1m17_AQ4-ZINC12348012-0.pdb;-85.3472;0
cav1m17_AQ4-ZINC61887458-0.pdb;-85.3413;0
cav1m17_AQ4-ZINC20928154-0.pdb;-85.2866;0
cav1m17_AQ4-ZINC39220753-0.pdb;-85.2002;0
cav1m17_AQ4-ZINC15069869-0.pdb;-85.1935;0
cav1m17_AQ4-ZINC32631901-0.pdb;-85.1404;0
cav1m17_AQ4-ZINC29493012-0.pdb;-85.0945;0
cav1m17_AQ4-ZINC08325625-0.pdb;-85.0647;0
cav1m17_AQ4-ZINC66559369-0.pdb;-85.049;0
cav1m17_AQ4-ZINC64740946-0.pdb;-85.0342;0
cav1m17_AQ4-ZINC42027057-0.pdb;-85.0307;0
cav1m17_AQ4-ZINC41630238-0.pdb;-85.0158;0
cav1m17_AQ4-ZINC14458903-0.pdb;-85.0148;0
cav1m17_AQ4-ZINC58018371-0.pdb;-84.9943;0
cav1m17_AQ4-ZINC40169650-0.pdb;-84.9886;0
cav1m17_AQ4-ZINC08799205-0.pdb;-84.9655;0
cav1m17_AQ4-ZINC39637286-0.pdb;-84.9434;0
cav1m17_AQ4-ZINC51999736-0.pdb;-84.9266;0
cav1m17_AQ4-ZINC38806166-0.pdb;-84.9172;0
cav1m17_AQ4-ZINC05567206-0.pdb;-84.9129;0
cav1m17_AQ4-ZINC08889404-0.pdb;-84.9027;0
cav1m17_AQ4-ZINC20130836-0.pdb;-84.892;0
cav1m17_AQ4-ZINC62831800-0.pdb;-84.88;0
cav1m17_AQ4-ZINC39327247-0.pdb;-84.8601;0
cav1m17_AQ4-ZINC62238226-0.pdb;-84.8514;0
cav1m17_AQ4-ZINC20720020-0.pdb;-84.8015;0
cav1m17_AQ4-ZINC33942194-0.pdb;-84.7993;0
cav1m17_AQ4-ZINC39357954-0.pdb;-84.7991;0
cav1m17_AQ4-ZINC39608098-0.pdb;-84.7965;0
cav1m17_AQ4-ZINC04245239-0.pdb;-84.7512;0
cav1m17_AQ4-ZINC39633730-0.pdb;-84.7461;0
cav1m17_AQ4-ZINC22846384-0.pdb;-84.74;0
cav1m17_AQ4-ZINC06825639-0.pdb;-84.7234;0
cav1m17_AQ4-ZINC13651306-0.pdb;-84.7174;0
cav1m17_AQ4-ZINC66890212-0.pdb;-84.6988;0
cav1m17_AQ4-ZINC39991368-0.pdb;-84.6847;0
cav1m17_AQ4-ZINC39596083-0.pdb;-84.6524;0
cav1m17_AQ4-ZINC67132943-0.pdb;-84.6313;0
cav1m17_AQ4-ZINC34954638-0.pdb;-84.63;0
cav1m17_AQ4-ZINC37291300-0.pdb;-84.6258;0
