#Compound	C.ring	C.other	N.ring	N.other	O.ring	O.other	P	S	X	#.of.Ring
cav1m17_AQ4-ZINC18029977-0.pdb	18	3	3	0	0	2	0	0	0	5
cav1m17_AQ4-ZINC18057504-0.pdb	16	2	1	3	0	2	0	1	1	3
cav1m17_AQ4-ZINC18114103-0.pdb	12	9	2	1	0	4	0	1	0	3
cav1m17_AQ4-ZINC18115797-0.pdb	14	3	1	3	0	2	0	2	1	3
cav1m17_AQ4-ZINC18126928-0.pdb	9	1	4	1	0	1	0	0	0	4
cav1m17_AQ4-ZINC18196268-0.pdb	19	1	3	0	0	4	0	0	0	5
cav1m17_AQ4-ZINC18284222-0.pdb	19	1	3	0	1	1	0	1	2	5
cav1m17_AQ4-ZINC18339506-0.pdb	15	2	4	1	1	1	0	3	0	5
cav1m17_AQ4-ZINC18527096-0.pdb	16	4	3	2	1	1	0	1	0	4
cav1m17_AQ4-ZINC18938248-0.pdb	15	5	0	1	1	1	0	0	0	3
cav1m17_AQ4-ZINC19096450-0.pdb	12	3	2	3	0	3	0	1	0	3
cav1m17_AQ4-ZINC19125698-0.pdb	21	3	1	0	2	2	0	0	1	5
cav1m17_AQ4-ZINC19290372-0.pdb	25	3	2	0	1	2	0	0	0	6
cav1m17_AQ4-ZINC19294733-0.pdb	13	7	2	1	0	5	0	1	0	3
cav1m17_AQ4-ZINC19309331-0.pdb	17	6	5	3	1	0	0	2	0	5
cav1m17_AQ4-ZINC19334842-0.pdb	16	3	3	1	0	3	0	1	0	5
cav1m17_AQ4-ZINC19502323-0.pdb	15	6	6	0	0	1	0	0	1	4
cav1m17_AQ4-ZINC19565286-0.pdb	16	5	4	1	0	1	0	0	0	5
cav1m17_AQ4-ZINC19568197-0.pdb	24	4	6	0	0	1	0	0	0	7
cav1m17_AQ4-ZINC19632603-0.pdb	19	3	5	0	0	2	0	0	1	5
cav1m17_AQ4-ZINC19641160-0.pdb	28	1	4	0	0	1	0	0	0	7
cav1m17_AQ4-ZINC19661496-0.pdb	13	8	2	2	0	3	0	1	0	3
cav1m17_AQ4-ZINC19720110-0.pdb	22	5	1	0	2	4	0	0	0	5
cav1m17_AQ4-ZINC19754381-0.pdb	8	7	0	2	0	4	0	1	0	2
cav1m17_AQ4-ZINC19798455-0.pdb	14	6	1	1	0	1	0	0	0	3
cav1m17_AQ4-ZINC19816152-0.pdb	14	6	1	4	0	0	0	0	0	4
cav1m17_AQ4-ZINC19821947-0.pdb	18	1	2	1	1	0	0	0	1	4
cav1m17_AQ4-ZINC19847862-0.pdb	9	2	3	2	0	2	0	1	0	2
cav1m17_AQ4-ZINC19869051-0.pdb	14	0	0	1	2	1	0	0	1	3
cav1m17_AQ4-ZINC19900718-0.pdb	25	4	3	2	0	0	0	0	0	5
cav1m17_AQ4-ZINC19921391-0.pdb	13	9	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC19936554-0.pdb	22	8	2	1	0	0	0	0	0	4
cav1m17_AQ4-ZINC19973163-0.pdb	18	9	5	1	2	1	0	0	0	5
cav1m17_AQ4-ZINC19993542-0.pdb	12	3	2	0	0	2	0	2	0	3
cav1m17_AQ4-ZINC20042134-0.pdb	15	10	5	2	1	1	0	1	0	4
cav1m17_AQ4-ZINC20058222-0.pdb	12	5	1	0	0	4	0	0	0	3
cav1m17_AQ4-ZINC20077787-0.pdb	14	1	0	1	2	1	0	0	1	3
cav1m17_AQ4-ZINC20079954-0.pdb	21	2	3	0	0	3	0	1	0	5
cav1m17_AQ4-ZINC20080967-0.pdb	21	2	3	0	0	2	0	1	1	5
cav1m17_AQ4-ZINC20123504-0.pdb	14	7	1	1	0	1	0	0	0	3
cav1m17_AQ4-ZINC20123506-0.pdb	14	7	1	1	0	1	0	0	0	3
cav1m17_AQ4-ZINC20130836-0.pdb	14	1	1	1	0	1	0	0	1	4
cav1m17_AQ4-ZINC20159749-0.pdb	21	1	3	0	0	3	0	2	0	5
cav1m17_AQ4-ZINC20271881-0.pdb	22	1	2	1	0	5	0	0	0	4
cav1m17_AQ4-ZINC20276248-0.pdb	14	4	1	1	1	1	0	0	1	3
cav1m17_AQ4-ZINC20276429-0.pdb	14	4	1	1	1	1	0	0	1	3
cav1m17_AQ4-ZINC20295056-0.pdb	14	7	3	2	2	4	0	2	0	4
cav1m17_AQ4-ZINC20324619-0.pdb	19	2	3	1	2	1	0	2	1	5
cav1m17_AQ4-ZINC20328929-0.pdb	12	1	1	2	1	0	0	1	0	4
cav1m17_AQ4-ZINC20339825-0.pdb	14	6	1	1	1	1	0	0	0	3
cav1m17_AQ4-ZINC20390606-0.pdb	13	1	2	0	1	1	0	0	1	3
cav1m17_AQ4-ZINC20392646-0.pdb	13	3	2	1	0	0	0	0	2	3
cav1m17_AQ4-ZINC20407303-0.pdb	14	5	5	3	1	1	0	3	0	4
cav1m17_AQ4-ZINC20425690-0.pdb	16	1	2	1	0	0	0	0	1	3
cav1m17_AQ4-ZINC20431220-0.pdb	13	2	1	1	0	1	0	0	1	4
cav1m17_AQ4-ZINC20433430-0.pdb	13	2	2	0	0	4	0	0	0	3
cav1m17_AQ4-ZINC20479178-0.pdb	21	0	4	1	0	2	0	1	1	5
cav1m17_AQ4-ZINC20479187-0.pdb	21	8	4	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC20483808-0.pdb	10	4	2	2	0	2	0	1	0	2
cav1m17_AQ4-ZINC20483841-0.pdb	10	3	2	2	0	2	0	1	0	2
cav1m17_AQ4-ZINC20513342-0.pdb	17	2	2	1	0	2	0	0	1	5
cav1m17_AQ4-ZINC20513344-0.pdb	17	2	2	1	0	2	0	0	1	5
cav1m17_AQ4-ZINC20567588-0.pdb	18	1	4	0	0	1	0	1	0	4
cav1m17_AQ4-ZINC20679578-0.pdb	17	0	1	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC20686508-0.pdb	17	6	2	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC20700245-0.pdb	18	0	1	1	0	3	0	0	1	4
cav1m17_AQ4-ZINC20710053-0.pdb	18	5	1	2	0	4	0	0	0	4
cav1m17_AQ4-ZINC20714125-0.pdb	18	1	1	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC20716125-0.pdb	9	9	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC20720020-0.pdb	19	0	2	1	0	2	0	0	0	6
cav1m17_AQ4-ZINC20720041-0.pdb	20	0	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC20727536-0.pdb	8	8	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC20748563-0.pdb	22	3	3	0	0	3	0	1	0	5
cav1m17_AQ4-ZINC20792420-0.pdb	14	6	1	4	0	0	0	0	0	4
cav1m17_AQ4-ZINC20798088-0.pdb	17	1	2	1	0	1	0	1	0	4
cav1m17_AQ4-ZINC20817721-0.pdb	15	1	3	4	0	1	0	1	0	5
cav1m17_AQ4-ZINC20823578-0.pdb	19	5	3	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC20835472-0.pdb	20	3	5	1	0	1	0	1	0	5
cav1m17_AQ4-ZINC20835610-0.pdb	16	2	5	2	1	0	0	1	0	5
cav1m17_AQ4-ZINC20842037-0.pdb	8	7	3	2	0	1	0	1	2	2
cav1m17_AQ4-ZINC20864025-0.pdb	20	4	2	1	0	4	0	1	0	5
cav1m17_AQ4-ZINC20876707-0.pdb	13	6	0	1	2	3	0	0	1	3
cav1m17_AQ4-ZINC20911547-0.pdb	11	10	5	3	0	0	0	1	0	3
cav1m17_AQ4-ZINC20922221-0.pdb	8	1	3	3	0	0	0	1	1	2
cav1m17_AQ4-ZINC20928154-0.pdb	17	4	2	1	0	4	0	1	0	4
cav1m17_AQ4-ZINC20933388-0.pdb	11	5	1	3	0	2	0	0	3	2
cav1m17_AQ4-ZINC20969016-0.pdb	9	9	3	2	0	3	0	0	2	2
cav1m17_AQ4-ZINC20981126-0.pdb	18	3	1	1	1	4	0	2	1	4
cav1m17_AQ4-ZINC20984954-0.pdb	14	4	2	2	0	3	0	2	0	3
cav1m17_AQ4-ZINC21018130-0.pdb	24	1	5	0	0	1	0	0	2	5
cav1m17_AQ4-ZINC21019068-0.pdb	18	6	2	1	1	4	0	0	0	4
cav1m17_AQ4-ZINC21155928-0.pdb	21	1	0	2	1	2	0	0	1	4
cav1m17_AQ4-ZINC21161989-0.pdb	23	3	3	1	0	1	0	0	0	6
cav1m17_AQ4-ZINC21161993-0.pdb	23	3	3	1	0	1	0	0	0	6
cav1m17_AQ4-ZINC21168024-0.pdb	23	4	2	1	0	4	0	1	0	5
cav1m17_AQ4-ZINC21176217-0.pdb	19	4	2	2	0	3	0	1	0	4
cav1m17_AQ4-ZINC21250391-0.pdb	25	5	2	0	0	4	0	0	0	5
cav1m17_AQ4-ZINC21250991-0.pdb	25	5	2	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC21250999-0.pdb	25	5	2	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC21297684-0.pdb	14	5	1	3	0	2	0	1	0	3
cav1m17_AQ4-ZINC21348923-0.pdb	21	2	2	1	0	4	0	1	1	4
cav1m17_AQ4-ZINC21349003-0.pdb	22	2	2	1	0	4	0	1	1	4
cav1m17_AQ4-ZINC21485643-0.pdb	14	6	1	1	0	5	0	1	0	3
cav1m17_AQ4-ZINC21502178-0.pdb	12	2	0	2	0	2	0	0	2	2
cav1m17_AQ4-ZINC21508843-0.pdb	10	4	2	2	0	2	0	1	0	2
cav1m17_AQ4-ZINC21517811-0.pdb	11	1	3	1	0	2	0	1	0	3
cav1m17_AQ4-ZINC21580464-0.pdb	15	6	2	2	0	3	0	0	2	3
cav1m17_AQ4-ZINC21580468-0.pdb	15	6	2	2	0	3	0	0	2	3
cav1m17_AQ4-ZINC21584504-0.pdb	17	5	2	2	0	3	0	0	0	3
cav1m17_AQ4-ZINC21601192-0.pdb	12	2	1	1	1	2	0	1	1	3
cav1m17_AQ4-ZINC21650975-0.pdb	24	4	2	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC21657775-0.pdb	15	3	1	1	0	2	0	0	0	3
cav1m17_AQ4-ZINC21665453-0.pdb	14	6	3	2	0	1	0	1	0	3
cav1m17_AQ4-ZINC21722101-0.pdb	19	4	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC21732234-0.pdb	14	4	3	2	1	1	0	1	0	4
cav1m17_AQ4-ZINC21732238-0.pdb	14	4	3	2	1	1	0	1	0	4
cav1m17_AQ4-ZINC21736308-0.pdb	14	11	6	0	0	3	0	1	0	4
cav1m17_AQ4-ZINC21739861-0.pdb	18	0	3	0	1	5	0	2	0	3
cav1m17_AQ4-ZINC21762323-0.pdb	10	7	3	1	0	3	0	2	0	3
cav1m17_AQ4-ZINC21784005-0.pdb	13	1	3	0	0	4	0	1	0	3
cav1m17_AQ4-ZINC21789194-0.pdb	14	1	1	1	1	1	0	0	2	3
cav1m17_AQ4-ZINC21810207-0.pdb	14	1	0	1	2	0	0	0	2	3
cav1m17_AQ4-ZINC21816133-0.pdb	12	0	0	2	0	3	0	1	2	2
cav1m17_AQ4-ZINC21866907-0.pdb	21	4	2	2	0	3	0	0	0	5
cav1m17_AQ4-ZINC21866910-0.pdb	21	4	2	2	0	3	0	0	0	5
cav1m17_AQ4-ZINC21869334-0.pdb	14	7	0	2	2	3	0	1	0	3
cav1m17_AQ4-ZINC21879888-0.pdb	12	5	3	2	1	1	0	1	1	3
cav1m17_AQ4-ZINC21882616-0.pdb	19	7	5	0	0	2	0	1	0	5
cav1m17_AQ4-ZINC22011945-0.pdb	12	0	0	2	0	2	0	1	2	2
cav1m17_AQ4-ZINC22018186-0.pdb	12	5	2	1	0	2	0	1	0	2
cav1m17_AQ4-ZINC22053188-0.pdb	18	6	4	0	0	3	0	1	0	4
cav1m17_AQ4-ZINC22066159-0.pdb	20	5	1	1	1	4	0	1	0	5
cav1m17_AQ4-ZINC22073618-0.pdb	20	0	1	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC22078650-0.pdb	19	2	3	0	1	2	0	1	1	5
cav1m17_AQ4-ZINC22114913-0.pdb	18	0	0	2	0	2	0	0	0	3
cav1m17_AQ4-ZINC22188222-0.pdb	17	4	5	1	0	1	0	2	0	5
cav1m17_AQ4-ZINC22238247-0.pdb	17	4	3	1	0	1	0	3	0	4
cav1m17_AQ4-ZINC22282548-0.pdb	9	9	1	2	0	5	0	3	1	2
cav1m17_AQ4-ZINC22294412-0.pdb	16	5	3	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC22413107-0.pdb	18	6	4	1	0	2	0	2	0	5
cav1m17_AQ4-ZINC22574467-0.pdb	10	4	2	1	0	1	0	2	0	3
cav1m17_AQ4-ZINC22620185-0.pdb	15	5	2	2	0	3	0	2	0	4
cav1m17_AQ4-ZINC22635892-0.pdb	19	2	3	0	1	1	0	1	1	5
cav1m17_AQ4-ZINC22681143-0.pdb	18	8	1	1	1	2	0	1	0	4
cav1m17_AQ4-ZINC22681271-0.pdb	17	5	2	1	0	2	0	2	0	4
cav1m17_AQ4-ZINC22762639-0.pdb	8	9	2	3	0	2	0	2	0	2
cav1m17_AQ4-ZINC22800611-0.pdb	21	5	4	0	0	2	0	1	0	5
cav1m17_AQ4-ZINC22841734-0.pdb	20	3	4	0	1	3	0	0	0	5
cav1m17_AQ4-ZINC22846384-0.pdb	14	5	1	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC22876949-0.pdb	14	7	5	1	0	1	0	2	1	4
cav1m17_AQ4-ZINC22890996-0.pdb	19	4	1	1	1	4	0	1	0	4
cav1m17_AQ4-ZINC22930747-0.pdb	18	6	2	0	1	3	0	0	0	4
cav1m17_AQ4-ZINC22937902-0.pdb	17	8	4	1	0	3	0	1	0	4
cav1m17_AQ4-ZINC23027332-0.pdb	18	2	1	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC23038636-0.pdb	10	10	1	2	0	3	0	0	1	2
cav1m17_AQ4-ZINC23061314-0.pdb	14	10	2	2	0	6	0	1	0	3
cav1m17_AQ4-ZINC23147526-0.pdb	16	5	1	3	0	2	0	0	0	4
cav1m17_AQ4-ZINC23196917-0.pdb	14	10	2	2	0	3	0	0	0	3
cav1m17_AQ4-ZINC23291286-0.pdb	17	5	2	2	2	3	0	2	0	4
cav1m17_AQ4-ZINC23361216-0.pdb	19	4	3	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC23365515-0.pdb	16	5	5	1	0	2	0	3	0	5
cav1m17_AQ4-ZINC23454077-0.pdb	16	4	0	2	2	2	0	0	0	5
cav1m17_AQ4-ZINC23549996-0.pdb	24	0	3	1	0	3	0	0	1	5
cav1m17_AQ4-ZINC23627202-0.pdb	20	3	1	2	0	3	0	1	0	4
cav1m17_AQ4-ZINC23635789-0.pdb	13	7	4	2	0	2	0	1	0	3
cav1m17_AQ4-ZINC23648778-0.pdb	15	4	2	2	1	2	0	2	0	5
cav1m17_AQ4-ZINC23668635-0.pdb	15	3	3	0	0	2	0	0	0	6
cav1m17_AQ4-ZINC23721830-0.pdb	14	10	3	0	0	4	0	1	0	3
cav1m17_AQ4-ZINC23762696-0.pdb	15	3	3	1	1	0	0	1	0	4
cav1m17_AQ4-ZINC23779143-0.pdb	16	3	3	1	1	2	0	2	0	4
cav1m17_AQ4-ZINC23818498-0.pdb	15	3	2	1	1	3	0	1	0	6
cav1m17_AQ4-ZINC24089792-0.pdb	21	6	2	0	0	4	0	0	0	4
cav1m17_AQ4-ZINC24286163-0.pdb	8	7	0	2	0	2	0	2	0	2
cav1m17_AQ4-ZINC24348526-0.pdb	11	7	1	1	0	1	0	2	0	3
cav1m17_AQ4-ZINC24640142-0.pdb	10	8	2	2	0	3	0	3	0	3
cav1m17_AQ4-ZINC24641477-0.pdb	18	5	3	1	0	3	0	1	0	4
cav1m17_AQ4-ZINC24642401-0.pdb	18	3	3	1	0	3	0	1	1	4
cav1m17_AQ4-ZINC24674355-0.pdb	17	5	2	2	0	3	0	0	0	4
cav1m17_AQ4-ZINC24767414-0.pdb	19	5	3	1	0	3	0	1	0	5
cav1m17_AQ4-ZINC24807736-0.pdb	15	7	2	2	0	2	0	0	2	3
cav1m17_AQ4-ZINC24834502-0.pdb	11	9	2	2	1	2	0	2	0	3
cav1m17_AQ4-ZINC24836601-0.pdb	15	1	2	2	0	3	0	0	0	6
cav1m17_AQ4-ZINC24887946-0.pdb	12	8	2	2	1	2	0	1	0	3
cav1m17_AQ4-ZINC24897444-0.pdb	13	5	3	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC24955711-0.pdb	14	7	2	2	0	2	0	1	0	3
cav1m17_AQ4-ZINC24988917-0.pdb	16	1	3	0	0	3	0	2	0	4
cav1m17_AQ4-ZINC25035313-0.pdb	20	4	3	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC25074418-0.pdb	15	5	2	1	2	2	0	0	0	5
cav1m17_AQ4-ZINC25182369-0.pdb	18	6	2	1	0	4	0	0	0	4
cav1m17_AQ4-ZINC25265627-0.pdb	24	1	6	1	0	0	0	0	0	6
cav1m17_AQ4-ZINC25325929-0.pdb	14	8	1	2	0	4	0	0	0	3
cav1m17_AQ4-ZINC25364058-0.pdb	12	6	0	3	1	2	0	0	0	4
cav1m17_AQ4-ZINC25383469-0.pdb	14	7	1	2	0	3	0	2	0	3
cav1m17_AQ4-ZINC25443524-0.pdb	13	7	0	3	0	3	0	1	0	2
cav1m17_AQ4-ZINC25443647-0.pdb	15	6	2	2	0	2	0	1	0	3
cav1m17_AQ4-ZINC25469936-0.pdb	12	0	5	1	1	0	0	1	0	6
cav1m17_AQ4-ZINC25491595-0.pdb	10	1	2	4	0	0	0	0	0	2
cav1m17_AQ4-ZINC25589169-0.pdb	13	5	4	1	0	2	0	1	1	3
cav1m17_AQ4-ZINC26103999-0.pdb	14	6	2	1	0	4	0	3	0	4
cav1m17_AQ4-ZINC26457228-0.pdb	19	1	3	0	0	2	0	1	0	5
cav1m17_AQ4-ZINC26569586-0.pdb	15	5	4	0	0	3	0	1	0	5
cav1m17_AQ4-ZINC26867175-0.pdb	14	6	2	2	0	3	0	0	0	4
cav1m17_AQ4-ZINC27385321-0.pdb	17	4	4	0	0	2	0	0	0	5
cav1m17_AQ4-ZINC27400506-0.pdb	19	4	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC27498049-0.pdb	13	8	1	2	1	2	0	0	0	5
cav1m17_AQ4-ZINC27498061-0.pdb	13	8	1	2	1	2	0	0	0	5
cav1m17_AQ4-ZINC27575043-0.pdb	17	4	2	1	1	2	0	1	0	4
cav1m17_AQ4-ZINC27578395-0.pdb	12	6	0	2	0	5	0	0	1	2
cav1m17_AQ4-ZINC27850927-0.pdb	13	2	1	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC27906432-0.pdb	19	4	0	3	2	2	0	0	0	4
cav1m17_AQ4-ZINC28109023-0.pdb	17	4	1	2	1	2	0	0	0	5
cav1m17_AQ4-ZINC28165348-0.pdb	12	2	4	0	0	1	0	2	0	4
cav1m17_AQ4-ZINC28225739-0.pdb	13	2	0	3	0	1	0	1	1	3
cav1m17_AQ4-ZINC28350737-0.pdb	20	2	2	1	1	3	0	3	0	5
cav1m17_AQ4-ZINC28579310-0.pdb	10	4	0	3	0	1	0	1	1	2
cav1m17_AQ4-ZINC28632022-0.pdb	18	6	3	1	0	3	0	1	0	5
cav1m17_AQ4-ZINC28727603-0.pdb	14	4	0	2	2	2	0	1	1	3
cav1m17_AQ4-ZINC28727605-0.pdb	14	4	0	2	2	2	0	1	1	3
cav1m17_AQ4-ZINC28727765-0.pdb	15	4	0	2	2	2	0	1	1	3
cav1m17_AQ4-ZINC28822563-0.pdb	17	8	3	2	0	3	0	1	1	4
cav1m17_AQ4-ZINC28896352-0.pdb	13	10	0	4	0	2	0	1	0	3
cav1m17_AQ4-ZINC28902890-0.pdb	12	2	2	1	0	4	0	1	0	3
cav1m17_AQ4-ZINC29067255-0.pdb	11	5	0	3	0	5	0	0	0	2
cav1m17_AQ4-ZINC29192650-0.pdb	14	9	2	2	0	3	0	0	0	4
cav1m17_AQ4-ZINC29192659-0.pdb	14	9	2	2	0	3	0	0	0	4
cav1m17_AQ4-ZINC29491896-0.pdb	12	6	3	2	0	2	0	2	0	3
cav1m17_AQ4-ZINC29493012-0.pdb	17	1	2	0	3	3	0	0	1	4
cav1m17_AQ4-ZINC29601706-0.pdb	15	8	4	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC29655182-0.pdb	17	5	1	2	2	1	0	1	0	4
cav1m17_AQ4-ZINC29848136-0.pdb	16	4	4	1	1	2	0	1	0	4
cav1m17_AQ4-ZINC29911345-0.pdb	15	8	1	2	0	3	0	1	0	3
cav1m17_AQ4-ZINC29974589-0.pdb	14	9	3	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC30028287-0.pdb	14	8	3	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC30058431-0.pdb	15	7	2	2	0	5	0	2	0	4
cav1m17_AQ4-ZINC30544970-0.pdb	15	3	2	2	0	3	0	0	0	4
cav1m17_AQ4-ZINC30683787-0.pdb	11	6	5	2	0	1	0	0	0	4
cav1m17_AQ4-ZINC31114752-0.pdb	16	8	2	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC31164074-0.pdb	10	5	0	0	0	5	0	0	0	2
cav1m17_AQ4-ZINC31788918-0.pdb	16	4	4	0	0	4	0	1	1	4
cav1m17_AQ4-ZINC31808074-0.pdb	11	5	3	1	0	3	0	0	1	4
cav1m17_AQ4-ZINC31862965-0.pdb	12	6	3	1	0	0	0	0	0	3
cav1m17_AQ4-ZINC31935093-0.pdb	13	7	2	1	0	0	0	0	0	3
cav1m17_AQ4-ZINC31972485-0.pdb	14	3	2	1	0	1	0	1	0	3
cav1m17_AQ4-ZINC31973960-0.pdb	13	2	2	1	0	0	0	2	0	4
cav1m17_AQ4-ZINC32096891-0.pdb	14	0	3	2	0	1	0	1	0	3
cav1m17_AQ4-ZINC32100718-0.pdb	16	2	5	0	0	2	0	0	2	4
cav1m17_AQ4-ZINC32446731-0.pdb	18	8	3	1	0	1	0	0	1	4
cav1m17_AQ4-ZINC32608112-0.pdb	10	3	3	0	0	2	0	1	0	4
cav1m17_AQ4-ZINC32631901-0.pdb	10	3	0	2	0	3	0	2	0	2
cav1m17_AQ4-ZINC32747660-0.pdb	13	7	0	2	2	4	0	1	2	3
cav1m17_AQ4-ZINC32753272-0.pdb	20	2	2	2	0	4	0	0	0	4
cav1m17_AQ4-ZINC32753384-0.pdb	12	8	0	3	1	2	0	0	0	4
cav1m17_AQ4-ZINC32759608-0.pdb	22	3	5	0	0	1	0	1	0	5
cav1m17_AQ4-ZINC32763096-0.pdb	12	7	1	2	1	3	0	2	0	3
cav1m17_AQ4-ZINC32859539-0.pdb	15	7	2	1	0	3	0	0	2	3
cav1m17_AQ4-ZINC32860153-0.pdb	13	7	2	2	0	3	0	0	0	5
cav1m17_AQ4-ZINC32860154-0.pdb	13	7	2	2	0	3	0	0	0	5
cav1m17_AQ4-ZINC32905580-0.pdb	15	7	1	2	0	4	0	0	0	3
cav1m17_AQ4-ZINC32925504-0.pdb	18	1	5	1	0	1	0	1	0	6
cav1m17_AQ4-ZINC32925506-0.pdb	18	1	5	1	0	1	0	1	0	6
cav1m17_AQ4-ZINC32964288-0.pdb	21	1	4	1	0	2	0	1	1	6
cav1m17_AQ4-ZINC33024417-0.pdb	14	10	3	1	0	2	0	0	0	3
cav1m17_AQ4-ZINC33070922-0.pdb	20	4	3	1	2	1	0	0	0	5
cav1m17_AQ4-ZINC33072119-0.pdb	15	8	5	1	0	1	0	0	0	4
cav1m17_AQ4-ZINC33121183-0.pdb	16	8	2	2	0	3	0	1	0	3
cav1m17_AQ4-ZINC33225160-0.pdb	16	7	3	2	0	3	0	0	0	4
cav1m17_AQ4-ZINC33290333-0.pdb	19	4	2	1	0	4	0	2	0	4
cav1m17_AQ4-ZINC33312893-0.pdb	20	8	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC33610816-0.pdb	14	1	0	2	0	4	0	0	0	3
cav1m17_AQ4-ZINC33746261-0.pdb	15	10	2	1	0	4	0	0	0	4
cav1m17_AQ4-ZINC33809991-0.pdb	17	5	3	0	0	4	0	1	0	4
cav1m17_AQ4-ZINC33942194-0.pdb	13	5	0	2	0	3	0	0	1	3
cav1m17_AQ4-ZINC34527611-0.pdb	17	11	0	0	0	7	0	0	0	4
cav1m17_AQ4-ZINC34716373-0.pdb	17	8	1	2	2	2	0	0	0	5
cav1m17_AQ4-ZINC34737147-0.pdb	20	6	1	2	1	2	0	1	0	5
cav1m17_AQ4-ZINC34740235-0.pdb	16	6	1	1	0	1	0	0	0	3
cav1m17_AQ4-ZINC34757224-0.pdb	13	6	4	1	0	1	0	2	0	4
cav1m17_AQ4-ZINC34788852-0.pdb	15	3	5	1	0	1	0	4	0	5
cav1m17_AQ4-ZINC34792104-0.pdb	19	1	4	0	0	3	0	0	0	6
cav1m17_AQ4-ZINC34792153-0.pdb	20	3	4	0	0	3	0	0	0	6
cav1m17_AQ4-ZINC34849575-0.pdb	12	3	4	0	0	2	0	0	1	3
cav1m17_AQ4-ZINC34856464-0.pdb	15	4	3	0	0	1	0	0	0	4
cav1m17_AQ4-ZINC34892080-0.pdb	16	5	3	1	0	2	0	2	0	4
cav1m17_AQ4-ZINC34892457-0.pdb	19	4	3	1	1	0	0	2	0	5
cav1m17_AQ4-ZINC34928933-0.pdb	9	1	3	0	0	2	0	0	1	5
cav1m17_AQ4-ZINC34954484-0.pdb	16	4	0	4	0	0	0	0	0	3
cav1m17_AQ4-ZINC34954638-0.pdb	10	10	0	4	0	0	0	0	0	2
cav1m17_AQ4-ZINC34976090-0.pdb	9	5	2	1	0	0	0	0	1	2
cav1m17_AQ4-ZINC34979259-0.pdb	15	13	2	2	0	5	0	0	0	3
cav1m17_AQ4-ZINC35081878-0.pdb	13	0	2	2	0	1	0	0	0	3
cav1m17_AQ4-ZINC35081886-0.pdb	8	5	2	2	0	1	0	0	0	2
cav1m17_AQ4-ZINC35097890-0.pdb	9	12	2	2	0	3	0	0	0	3
cav1m17_AQ4-ZINC35129751-0.pdb	21	8	2	3	0	2	0	0	0	4
cav1m17_AQ4-ZINC35137464-0.pdb	15	13	2	3	0	2	0	0	0	3
cav1m17_AQ4-ZINC35137539-0.pdb	15	11	2	3	0	2	0	0	0	3
cav1m17_AQ4-ZINC35143887-0.pdb	21	8	2	3	0	2	0	0	0	4
cav1m17_AQ4-ZINC35155750-0.pdb	14	8	2	3	0	4	0	1	1	3
cav1m17_AQ4-ZINC35246189-0.pdb	14	10	2	1	0	4	0	1	0	3
cav1m17_AQ4-ZINC35271404-0.pdb	6	9	0	0	0	5	0	0	0	1
cav1m17_AQ4-ZINC35287948-0.pdb	16	4	2	0	0	3	0	0	0	3
cav1m17_AQ4-ZINC35306460-0.pdb	7	2	1	0	0	4	0	2	0	3
cav1m17_AQ4-ZINC35313475-0.pdb	22	5	2	0	1	4	0	0	0	5
cav1m17_AQ4-ZINC35316163-0.pdb	10	8	2	2	0	3	0	2	0	3
cav1m17_AQ4-ZINC35325153-0.pdb	21	6	3	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC35325619-0.pdb	14	3	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC35326438-0.pdb	24	2	1	2	2	2	0	0	0	6
cav1m17_AQ4-ZINC35343736-0.pdb	10	9	2	2	0	4	0	1	1	2
cav1m17_AQ4-ZINC35375152-0.pdb	13	5	2	1	0	3	0	2	1	3
cav1m17_AQ4-ZINC35381972-0.pdb	15	1	0	1	2	0	0	1	1	4
cav1m17_AQ4-ZINC35399313-0.pdb	20	2	3	0	0	4	0	1	0	6
