#Ligand;TotalEnergy;keterangan
cav4mxo_DB8-ZINC02290118-0.pdb;-78.7292;0
cav4mxo_DB8-ZINC37457978-0.pdb;-78.7096;0
cav4mxo_DB8-ZINC00369160-0.pdb;-78.6966;0
cav4mxo_DB8-ZINC14477182-0.pdb;-78.6942;0
cav4mxo_DB8-ZINC37561038-0.pdb;-78.6884;0
cav4mxo_DB8-ZINC19509193-0.pdb;-78.5939;0
cav4mxo_DB8-ZINC00616144-0.pdb;-78.5913;0
cav4mxo_DB8-ZINC26283823-0.pdb;-78.5236;0
cav4mxo_DB8-ZINC56546390-0.pdb;-78.521;0
cav4mxo_DB8-ZINC00200605-0.pdb;-78.485;0
cav4mxo_DB8-ZINC35015906-0.pdb;-78.4577;0
cav4mxo_DB8-ZINC02166036-0.pdb;-78.4387;0
cav4mxo_DB8-ZINC37928736-0.pdb;-78.4323;0
cav4mxo_DB8-ZINC47274253-0.pdb;-78.3949;0
cav4mxo_DB8-ZINC38975778-0.pdb;-78.3851;0
cav4mxo_DB8-ZINC62775608-0.pdb;-78.3088;0
cav4mxo_DB8-ZINC08236667-0.pdb;-78.2977;0
cav4mxo_DB8-ZINC39453220-0.pdb;-78.1585;0
cav4mxo_DB8-ZINC44881714-0.pdb;-78.0885;0
cav4mxo_DB8-ZINC05891423-0.pdb;-78.0824;0
cav4mxo_DB8-ZINC43093468-0.pdb;-78.0539;0
cav4mxo_DB8-ZINC43763967-0.pdb;-77.9834;0
cav4mxo_DB8-ZINC37199398-0.pdb;-77.9128;0
cav4mxo_DB8-ZINC38052301-0.pdb;-77.8802;0
cav4mxo_DB8-ZINC39596749-0.pdb;-77.8687;0
cav4mxo_DB8-ZINC44340113-0.pdb;-77.8273;0
cav4mxo_DB8-ZINC66630125-0.pdb;-77.8086;0
cav4mxo_DB8-ZINC63808047-0.pdb;-77.7481;0
cav4mxo_DB8-ZINC41037869-0.pdb;-77.6626;0
cav4mxo_DB8-ZINC38966614-0.pdb;-77.5711;0
cav4mxo_DB8-ZINC49678932-0.pdb;-77.5619;0
cav4mxo_DB8-ZINC66054914-0.pdb;-77.4606;0
cav4mxo_DB8-ZINC06606332-0.pdb;-77.4318;0
cav4mxo_DB8-ZINC35247910-0.pdb;-77.4164;0
cav4mxo_DB8-ZINC44786676-0.pdb;-77.3817;0
cav4mxo_DB8-ZINC04571436-0.pdb;-77.2016;0
cav4mxo_DB8-ZINC51116954-0.pdb;-77.1745;0
cav4mxo_DB8-ZINC00070731-0.pdb;-77.1318;0
cav4mxo_DB8-ZINC09059530-0.pdb;-77.1245;0
cav4mxo_DB8-ZINC12376140-0.pdb;-76.9526;0
cav4mxo_DB8-ZINC38003267-0.pdb;-76.8903;0
cav4mxo_DB8-ZINC64427246-0.pdb;-76.8892;0
cav4mxo_DB8-ZINC20716671-0.pdb;-76.7784;0
cav4mxo_DB8-ZINC40733421-0.pdb;-76.7661;0
cav4mxo_DB8-ZINC37279999-0.pdb;-76.679;0
cav4mxo_DB8-ZINC42404026-0.pdb;-76.6285;0
cav4mxo_DB8-ZINC45148168-0.pdb;-76.6114;0
cav4mxo_DB8-ZINC64074411-0.pdb;-76.5989;0
cav4mxo_DB8-ZINC12561594-0.pdb;-76.5664;0
cav4mxo_DB8-ZINC20873190-0.pdb;-76.5352;0
cav4mxo_DB8-ZINC01878213-0.pdb;-76.5226;0
cav4mxo_DB8-ZINC52004723-0.pdb;-76.3205;0
cav4mxo_DB8-ZINC09419101-0.pdb;-76.1911;0
cav4mxo_DB8-ZINC39948157-0.pdb;-76.1878;0
cav4mxo_DB8-ZINC19755521-0.pdb;-76.185;0
cav4mxo_DB8-ZINC08340360-0.pdb;-76.1449;0
cav4mxo_DB8-ZINC44225173-0.pdb;-76.0512;0
cav4mxo_DB8-ZINC36299010-0.pdb;-76.0134;0
cav4mxo_DB8-ZINC43668275-0.pdb;-76.0112;0
cav4mxo_DB8-ZINC01620212-0.pdb;-75.9363;0
cav4mxo_DB8-ZINC52276178-0.pdb;-75.9234;0
cav4mxo_DB8-ZINC66194286-0.pdb;-75.8607;0
cav4mxo_DB8-ZINC50867810-0.pdb;-75.8195;0
cav4mxo_DB8-ZINC47258130-0.pdb;-75.8106;0
cav4mxo_DB8-ZINC37725477-0.pdb;-75.7839;0
cav4mxo_DB8-ZINC05777875-0.pdb;-75.6499;0
cav4mxo_DB8-ZINC37300344-0.pdb;-75.5428;0
cav4mxo_DB8-ZINC40282756-0.pdb;-75.5425;0
cav4mxo_DB8-ZINC50996677-0.pdb;-75.4444;0
cav4mxo_DB8-ZINC37993657-0.pdb;-75.4085;0
cav4mxo_DB8-ZINC03335957-0.pdb;-75.3865;0
cav4mxo_DB8-ZINC39673253-0.pdb;-75.1857;0
cav4mxo_DB8-ZINC58117283-0.pdb;-75.1778;0
cav4mxo_DB8-ZINC43742935-0.pdb;-75.1733;0
cav4mxo_DB8-ZINC06831628-0.pdb;-75.047;0
cav4mxo_DB8-ZINC37969081-0.pdb;-75.0331;0
cav4mxo_DB8-ZINC37055910-0.pdb;-74.9375;0
cav4mxo_DB8-ZINC09253792-0.pdb;-74.885;0
cav4mxo_DB8-ZINC18118022-0.pdb;-74.774;0
cav4mxo_DB8-ZINC42406652-0.pdb;-74.7723;0
cav4mxo_DB8-ZINC62832000-0.pdb;-74.7518;0
cav4mxo_DB8-ZINC19475620-0.pdb;-74.7101;0
cav4mxo_DB8-ZINC19961343-0.pdb;-74.6913;0
cav4mxo_DB8-ZINC39568627-0.pdb;-74.6533;0
cav4mxo_DB8-ZINC41628983-0.pdb;-74.6492;0
cav4mxo_DB8-ZINC34954467-0.pdb;-74.5796;0
cav4mxo_DB8-ZINC43290582-0.pdb;-74.5467;0
cav4mxo_DB8-ZINC03906401-0.pdb;-74.5125;0
cav4mxo_DB8-ZINC54348692-0.pdb;-74.4264;0
cav4mxo_DB8-ZINC62704049-0.pdb;-74.4263;0
cav4mxo_DB8-ZINC34926297-0.pdb;-74.3918;0
cav4mxo_DB8-ZINC14429558-0.pdb;-74.3615;0
cav4mxo_DB8-ZINC14546928-0.pdb;-74.3443;0
cav4mxo_DB8-ZINC06779805-0.pdb;-74.3351;0
cav4mxo_DB8-ZINC35545823-0.pdb;-74.2958;0
cav4mxo_DB8-ZINC44263979-0.pdb;-74.2093;0
cav4mxo_DB8-ZINC35763650-0.pdb;-74.1969;0
cav4mxo_DB8-ZINC50308852-0.pdb;-74.1802;0
cav4mxo_DB8-ZINC06194067-0.pdb;-74.1276;0
cav4mxo_DB8-ZINC67464667-0.pdb;-74.0955;0
cav4mxo_DB8-ZINC36683414-0.pdb;-74.0609;0
cav4mxo_DB8-ZINC13865733-0.pdb;-74.0584;0
cav4mxo_DB8-ZINC58057309-0.pdb;-73.942;0
cav4mxo_DB8-ZINC48697277-0.pdb;-73.8971;0
cav4mxo_DB8-ZINC49496726-0.pdb;-73.8724;0
cav4mxo_DB8-ZINC33609419-0.pdb;-73.8688;0
cav4mxo_DB8-ZINC52095171-0.pdb;-73.8573;0
cav4mxo_DB8-ZINC62794510-0.pdb;-73.7857;0
cav4mxo_DB8-ZINC40582691-0.pdb;-73.7217;0
cav4mxo_DB8-ZINC37626072-0.pdb;-73.6077;0
cav4mxo_DB8-ZINC24905695-0.pdb;-73.5781;0
cav4mxo_DB8-ZINC41049114-0.pdb;-73.5365;0
cav4mxo_DB8-ZINC59225485-0.pdb;-73.4055;0
cav4mxo_DB8-ZINC20086372-0.pdb;-73.3887;0
cav4mxo_DB8-ZINC36782599-0.pdb;-73.3729;0
cav4mxo_DB8-ZINC58057546-0.pdb;-73.3206;0
cav4mxo_DB8-ZINC00295151-0.pdb;-73.2626;0
cav4mxo_DB8-ZINC62531449-0.pdb;-73.2123;0
cav4mxo_DB8-ZINC44464385-0.pdb;-73.1737;0
cav4mxo_DB8-ZINC37433302-0.pdb;-73.1523;0
cav4mxo_DB8-ZINC20588196-0.pdb;-73.0849;0
cav4mxo_DB8-ZINC50563820-0.pdb;-72.9768;0
cav4mxo_DB8-ZINC19816233-0.pdb;-72.969;0
cav4mxo_DB8-ZINC40717638-0.pdb;-72.7776;0
cav4mxo_DB8-ZINC16136551-0.pdb;-72.5746;0
cav4mxo_DB8-ZINC62952758-0.pdb;-72.5738;0
cav4mxo_DB8-ZINC62828823-0.pdb;-72.5317;0
cav4mxo_DB8-ZINC56056922-0.pdb;-72.4764;0
cav4mxo_DB8-ZINC45647862-0.pdb;-72.4354;0
cav4mxo_DB8-ZINC62953289-0.pdb;-72.4258;0
cav4mxo_DB8-ZINC52095159-0.pdb;-72.42;0
cav4mxo_DB8-ZINC39673316-0.pdb;-72.3163;0
cav4mxo_DB8-ZINC20077892-0.pdb;-72.2461;0
cav4mxo_DB8-ZINC37571140-0.pdb;-72.2015;0
cav4mxo_DB8-ZINC36861417-0.pdb;-72.1747;0
cav4mxo_DB8-ZINC43518054-0.pdb;-72.1229;0
cav4mxo_DB8-ZINC41048202-0.pdb;-72.0846;0
cav4mxo_DB8-ZINC18129877-0.pdb;-72.0588;0
cav4mxo_DB8-ZINC23482956-0.pdb;-72.0027;0
cav4mxo_DB8-ZINC49150062-0.pdb;-71.9897;0
cav4mxo_DB8-ZINC00720242-0.pdb;-71.83;0
cav4mxo_DB8-ZINC51394464-0.pdb;-71.7496;0
cav4mxo_DB8-ZINC55270770-0.pdb;-71.7415;0
cav4mxo_DB8-ZINC36827092-0.pdb;-71.7005;0
cav4mxo_DB8-ZINC37725532-0.pdb;-71.5541;0
cav4mxo_DB8-ZINC42009823-0.pdb;-71.4872;0
cav4mxo_DB8-ZINC52095163-0.pdb;-71.3871;0
cav4mxo_DB8-ZINC45148134-0.pdb;-71.3705;0
cav4mxo_DB8-ZINC05687221-0.pdb;-71.3402;0
cav4mxo_DB8-ZINC41049123-0.pdb;-71.3184;0
cav4mxo_DB8-ZINC36288251-0.pdb;-71.3119;0
cav4mxo_DB8-ZINC61591289-0.pdb;-71.2588;0
cav4mxo_DB8-ZINC21949604-0.pdb;-71.2108;0
cav4mxo_DB8-ZINC09008399-0.pdb;-71.1651;0
cav4mxo_DB8-ZINC04761684-0.pdb;-71.088;0
cav4mxo_DB8-ZINC36266648-0.pdb;-71.0844;0
cav4mxo_DB8-ZINC62720600-0.pdb;-71.0499;0
cav4mxo_DB8-ZINC36749522-0.pdb;-70.8871;0
cav4mxo_DB8-ZINC61361025-0.pdb;-70.8732;0
cav4mxo_DB8-ZINC37931017-0.pdb;-70.8638;0
cav4mxo_DB8-ZINC37931015-0.pdb;-70.8587;0
cav4mxo_DB8-ZINC13562042-0.pdb;-70.8323;0
cav4mxo_DB8-ZINC37725479-0.pdb;-70.7919;0
cav4mxo_DB8-ZINC03948705-0.pdb;-70.7817;0
cav4mxo_DB8-ZINC45638803-0.pdb;-70.7623;0
cav4mxo_DB8-ZINC40571903-0.pdb;-70.6763;0
cav4mxo_DB8-ZINC00721265-0.pdb;-70.6475;0
cav4mxo_DB8-ZINC44335224-0.pdb;-70.6027;0
cav4mxo_DB8-ZINC49843631-0.pdb;-70.5716;0
cav4mxo_DB8-ZINC00160646-0.pdb;-70.537;0
cav4mxo_DB8-ZINC08602853-0.pdb;-70.4693;0
cav4mxo_DB8-ZINC53115874-0.pdb;-70.4488;0
cav4mxo_DB8-ZINC49716071-0.pdb;-70.3886;0
cav4mxo_DB8-ZINC41629241-0.pdb;-70.3306;0
cav4mxo_DB8-ZINC26548088-0.pdb;-70.2845;0
cav4mxo_DB8-ZINC39568616-0.pdb;-70.2447;0
cav4mxo_DB8-ZINC67102484-0.pdb;-70.227;0
cav4mxo_DB8-ZINC63067352-0.pdb;-70.2154;0
cav4mxo_DB8-ZINC52840572-0.pdb;-70.1998;0
cav4mxo_DB8-ZINC01652430-0.pdb;-70.1984;0
cav4mxo_DB8-ZINC36895507-0.pdb;-70.1077;0
cav4mxo_DB8-ZINC36861485-0.pdb;-70.0904;0
cav4mxo_DB8-ZINC34428558-0.pdb;-70.0559;0
cav4mxo_DB8-ZINC40447158-0.pdb;-69.9641;0
cav4mxo_DB8-ZINC48922561-0.pdb;-69.9521;0
cav4mxo_DB8-ZINC42524563-0.pdb;-69.9431;0
cav4mxo_DB8-ZINC49776898-0.pdb;-69.9248;0
cav4mxo_DB8-ZINC63514792-0.pdb;-69.9243;0
cav4mxo_DB8-ZINC06606334-0.pdb;-69.9112;0
cav4mxo_DB8-ZINC42350895-0.pdb;-69.7928;0
cav4mxo_DB8-ZINC06504926-0.pdb;-69.7597;0
cav4mxo_DB8-ZINC40269656-0.pdb;-69.744;0
cav4mxo_DB8-ZINC51296417-0.pdb;-69.6289;0
cav4mxo_DB8-ZINC49776818-0.pdb;-69.6058;0
cav4mxo_DB8-ZINC50564962-0.pdb;-69.6046;0
cav4mxo_DB8-ZINC26548018-0.pdb;-69.5733;0
cav4mxo_DB8-ZINC39533421-0.pdb;-69.4141;0
cav4mxo_DB8-ZINC35390171-0.pdb;-69.3871;0
cav4mxo_DB8-ZINC37475089-0.pdb;-69.2644;0
cav4mxo_DB8-ZINC36895509-0.pdb;-69.2142;0
cav4mxo_DB8-ZINC62531495-0.pdb;-69.1792;0
cav4mxo_DB8-ZINC36749067-0.pdb;-69.1665;0
cav4mxo_DB8-ZINC54213561-0.pdb;-69.1608;0
cav4mxo_DB8-ZINC36861000-0.pdb;-69.0608;0
cav4mxo_DB8-ZINC02190599-0.pdb;-68.9794;0
cav4mxo_DB8-ZINC42578234-0.pdb;-68.9596;0
cav4mxo_DB8-ZINC37643149-0.pdb;-68.6411;0
cav4mxo_DB8-ZINC20275426-0.pdb;-68.6315;0
cav4mxo_DB8-ZINC03913694-0.pdb;-68.5781;0
cav4mxo_DB8-ZINC12341629-0.pdb;-68.4503;0
cav4mxo_DB8-ZINC51169153-0.pdb;-68.3463;0
cav4mxo_DB8-ZINC37338071-0.pdb;-68.2761;0
cav4mxo_DB8-ZINC39124240-0.pdb;-68.1849;0
cav4mxo_DB8-ZINC55185149-0.pdb;-67.9533;0
cav4mxo_DB8-ZINC39698236-0.pdb;-67.94;0
cav4mxo_DB8-ZINC03114286-0.pdb;-67.9304;0
cav4mxo_DB8-ZINC43668012-0.pdb;-67.7796;0
cav4mxo_DB8-ZINC36331014-0.pdb;-67.4616;0
cav4mxo_DB8-ZINC19404432-0.pdb;-67.4039;0
cav4mxo_DB8-ZINC22690522-0.pdb;-67.2384;0
cav4mxo_DB8-ZINC36753263-0.pdb;-67.138;0
cav4mxo_DB8-ZINC08764093-0.pdb;-67.0161;0
cav4mxo_DB8-ZINC55189260-0.pdb;-66.9118;0
cav4mxo_DB8-ZINC13749582-0.pdb;-66.111;0
cav4mxo_DB8-ZINC02388245-0.pdb;-66.1013;0
cav4mxo_DB8-ZINC62528101-0.pdb;-66.0773;0
cav4mxo_DB8-ZINC62533172-0.pdb;-65.9746;0
cav4mxo_DB8-ZINC26548120-0.pdb;-65.2862;0
cav4mxo_DB8-ZINC50308857-0.pdb;-65.1235;0
cav4mxo_DB8-ZINC41248907-0.pdb;-64.7825;0
cav4mxo_DB8-ZINC39084017-0.pdb;-64.6264;0
cav4mxo_DB8-ZINC31894523-0.pdb;-64.6233;0
cav4mxo_DB8-ZINC50019374-0.pdb;-64.5039;0
cav4mxo_DB8-ZINC17289236-0.pdb;-64.2213;0
cav4mxo_DB8-ZINC40557081-0.pdb;-64.0567;0
cav4mxo_DB8-ZINC61889391-0.pdb;-63.9699;0
cav4mxo_DB8-ZINC26545070-0.pdb;-63.8948;0
cav4mxo_DB8-ZINC55185134-0.pdb;-63.8157;0
cav4mxo_DB8-ZINC37020240-0.pdb;-63.4212;0
cav4mxo_DB8-ZINC05065024-0.pdb;-63.27;0
cav4mxo_DB8-ZINC05020126-0.pdb;-63.1677;0
cav4mxo_DB8-ZINC37284086-0.pdb;-62.8328;0
cav4mxo_DB8-ZINC28403031-0.pdb;-62.6131;0
cav4mxo_DB8-ZINC03947335-0.pdb;-62.4352;0
cav4mxo_DB8-ZINC00615939-0.pdb;-62.1816;0
cav4mxo_DB8-ZINC36748997-0.pdb;-61.7183;0
cav4mxo_DB8-ZINC36861418-0.pdb;-61.5389;0
cav4mxo_DB8-ZINC52607335-0.pdb;-61.2756;0
cav4mxo_DB8-ZINC41583573-0.pdb;-61.24;0
cav4mxo_DB8-ZINC04829816-0.pdb;-61.0703;0
cav4mxo_DB8-ZINC19407926-0.pdb;-61.0492;0
cav4mxo_DB8-ZINC37591775-0.pdb;-60.848;0
cav4mxo_DB8-ZINC43769308-0.pdb;-60.732;0
cav4mxo_DB8-ZINC40262613-0.pdb;-60.6844;0
cav4mxo_DB8-ZINC62535030-0.pdb;-60.3817;0
cav4mxo_DB8-ZINC12369076-0.pdb;-60.3589;0
cav4mxo_DB8-ZINC62539022-0.pdb;-60.1672;0
cav4mxo_DB8-ZINC62825250-0.pdb;-59.7873;0
cav4mxo_DB8-ZINC04390244-0.pdb;-59.6759;0
cav4mxo_DB8-ZINC40701786-0.pdb;-58.977;0
cav4mxo_DB8-ZINC37687863-0.pdb;-58.7735;0
cav4mxo_DB8-ZINC03671592-0.pdb;-57.9666;0
cav4mxo_DB8-ZINC20634709-0.pdb;-57.1459;0
cav4mxo_DB8-ZINC19798345-0.pdb;-55.1948;0
cav4mxo_DB8-ZINC52095117-0.pdb;-51.2377;0
cav4mxo_DB8-ZINC62189180-0.pdb;-46.3499;0
cav4mxo_DB8-ZINC12399114-0.pdb;-46.1799;0
cav4mxo_DB8-ZINC05510640-0.pdb;11.9674;0
